n,tempo_ms,Ologn,On,Onlogn,On2,On3,O2n
33202,7.5135e-05,15.019,33202,498660,1.10237e+09,3.6601e+13,1.04858e+06
33204,8.0338e-05,15.0191,33204,498693,1.10251e+09,3.66076e+13,1.04858e+06
33206,6.7165e-05,15.0192,33206,498726,1.10264e+09,3.66142e+13,1.04858e+06
33208,6.8984e-05,15.0192,33208,498759,1.10277e+09,3.66208e+13,1.04858e+06
33210,0.000101211,15.0193,33210,498792,1.1029e+09,3.66274e+13,1.04858e+06
33212,7.6926e-05,15.0194,33212,498825,1.10304e+09,3.66341e+13,1.04858e+06
33214,7.8328e-05,15.0195,33214,498858,1.10317e+09,3.66407e+13,1.04858e+06
33216,7.1931e-05,15.0196,33216,498891,1.1033e+09,3.66473e+13,1.04858e+06
33218,7.0616e-05,15.0197,33218,498924,1.10344e+09,3.66539e+13,1.04858e+06
33220,6.7316e-05,15.0198,33220,498957,1.10357e+09,3.66605e+13,1.04858e+06
33222,6.7279e-05,15.0199,33222,498990,1.1037e+09,3.66672e+13,1.04858e+06
33224,7.0339e-05,15.0199,33224,499022,1.10383e+09,3.66738e+13,1.04858e+06
33226,6.6382e-05,15.02,33226,499055,1.10397e+09,3.66804e+13,1.04858e+06
33228,7.5089e-05,15.0201,33228,499088,1.1041e+09,3.6687e+13,1.04858e+06
33230,7.492e-05,15.0202,33230,499121,1.10423e+09,3.66937e+13,1.04858e+06
33232,6.9384e-05,15.0203,33232,499154,1.10437e+09,3.67003e+13,1.04858e+06
33234,8.3429e-05,15.0204,33234,499187,1.1045e+09,3.67069e+13,1.04858e+06
33236,6.992e-05,15.0205,33236,499220,1.10463e+09,3.67135e+13,1.04858e+06
33238,6.749e-05,15.0205,33238,499253,1.10476e+09,3.67202e+13,1.04858e+06
33240,0.000105527,15.0206,33240,499286,1.1049e+09,3.67268e+13,1.04858e+06
33242,6.8182e-05,15.0207,33242,499319,1.10503e+09,3.67334e+13,1.04858e+06
33244,7.3739e-05,15.0208,33244,499352,1.10516e+09,3.67401e+13,1.04858e+06
33246,7.4659e-05,15.0209,33246,499385,1.1053e+09,3.67467e+13,1.04858e+06
33248,6.9955e-05,15.021,33248,499418,1.10543e+09,3.67533e+13,1.04858e+06
33250,6.6266e-05,15.0211,33250,499450,1.10556e+09,3.676e+13,1.04858e+06
33252,6.6643e-05,15.0212,33252,499483,1.1057e+09,3.67666e+13,1.04858e+06
33254,6.6405e-05,15.0212,33254,499516,1.10583e+09,3.67732e+13,1.04858e+06
33256,6.6825e-05,15.0213,33256,499549,1.10596e+09,3.67799e+13,1.04858e+06
33258,6.7008e-05,15.0214,33258,499582,1.10609e+09,3.67865e+13,1.04858e+06
33260,7.4616e-05,15.0215,33260,499615,1.10623e+09,3.67931e+13,1.04858e+06
33262,7.3402e-05,15.0216,33262,499648,1.10636e+09,3.67998e+13,1.04858e+06
33264,6.6805e-05,15.0217,33264,499681,1.10649e+09,3.68064e+13,1.04858e+06
33266,6.9823e-05,15.0218,33266,499714,1.10663e+09,3.6813e+13,1.04858e+06
33268,6.6648e-05,15.0218,33268,499747,1.10676e+09,3.68197e+13,1.04858e+06
33270,6.6051e-05,15.0219,33270,499780,1.10689e+09,3.68263e+13,1.04858e+06
33272,8.1942e-05,15.022,33272,499813,1.10703e+09,3.6833e+13,1.04858e+06
33274,7.0595e-05,15.0221,33274,499846,1.10716e+09,3.68396e+13,1.04858e+06
33276,7.4756e-05,15.0222,33276,499879,1.10729e+09,3.68463e+13,1.04858e+06
33278,7.279e-05,15.0223,33278,499911,1.10743e+09,3.68529e+13,1.04858e+06
33280,6.4686e-05,15.0224,33280,499944,1.10756e+09,3.68595e+13,1.04858e+06
33282,6.5586e-05,15.0225,33282,499977,1.10769e+09,3.68662e+13,1.04858e+06
33284,6.4921e-05,15.0225,33284,500010,1.10782e+09,3.68728e+13,1.04858e+06
33286,6.4114e-05,15.0226,33286,500043,1.10796e+09,3.68795e+13,1.04858e+06
33288,6.6233e-05,15.0227,33288,500076,1.10809e+09,3.68861e+13,1.04858e+06
33290,9.5496e-05,15.0228,33290,500109,1.10822e+09,3.68928e+13,1.04858e+06
33292,7.1623e-05,15.0229,33292,500142,1.10836e+09,3.68994e+13,1.04858e+06
33294,7.0029e-05,15.023,33294,500175,1.10849e+09,3.69061e+13,1.04858e+06
33296,6.3612e-05,15.0231,33296,500208,1.10862e+09,3.69127e+13,1.04858e+06
33298,6.6825e-05,15.0231,33298,500241,1.10876e+09,3.69194e+13,1.04858e+06
33300,6.3747e-05,15.0232,33300,500274,1.10889e+09,3.6926e+13,1.04858e+06
33302,7.1848e-05,15.0233,33302,500307,1.10902e+09,3.69327e+13,1.04858e+06
33304,6.4436e-05,15.0234,33304,500340,1.10916e+09,3.69393e+13,1.04858e+06
33306,6.4934e-05,15.0235,33306,500373,1.10929e+09,3.6946e+13,1.04858e+06
33308,7.1971e-05,15.0236,33308,500405,1.10942e+09,3.69527e+13,1.04858e+06
33310,7.183e-05,15.0237,33310,500438,1.10956e+09,3.69593e+13,1.04858e+06
33312,6.5172e-05,15.0238,33312,500471,1.10969e+09,3.6966e+13,1.04858e+06
33314,8.656e-05,15.0238,33314,500504,1.10982e+09,3.69726e+13,1.04858e+06
33316,6.7637e-05,15.0239,33316,500537,1.10996e+09,3.69793e+13,1.04858e+06
33318,6.2773e-05,15.024,33318,500570,1.11009e+09,3.69859e+13,1.04858e+06
33320,6.6886e-05,15.0241,33320,500603,1.11022e+09,3.69926e+13,1.04858e+06
33322,6.3654e-05,15.0242,33322,500636,1.11036e+09,3.69993e+13,1.04858e+06
33324,6.9025e-05,15.0243,33324,500669,1.11049e+09,3.70059e+13,1.04858e+06
33326,6.7337e-05,15.0244,33326,500702,1.11062e+09,3.70126e+13,1.04858e+06
33328,6.3682e-05,15.0244,33328,500735,1.11076e+09,3.70193e+13,1.04858e+06
33330,6.2619e-05,15.0245,33330,500768,1.11089e+09,3.70259e+13,1.04858e+06
33332,5.9314e-05,15.0246,33332,500801,1.11102e+09,3.70326e+13,1.04858e+06
33334,5.861e-05,15.0247,33334,500834,1.11116e+09,3.70393e+13,1.04858e+06
33336,6.1171e-05,15.0248,33336,500867,1.11129e+09,3.70459e+13,1.04858e+06
33338,5.9145e-05,15.0249,33338,500899,1.11142e+09,3.70526e+13,1.04858e+06
33340,6.7236e-05,15.025,33340,500932,1.11156e+09,3.70593e+13,1.04858e+06
33342,6.573e-05,15.0251,33342,500965,1.11169e+09,3.70659e+13,1.04858e+06
33344,9.5387e-05,15.0251,33344,500998,1.11182e+09,3.70726e+13,1.04858e+06
33346,6.062e-05,15.0252,33346,501031,1.11196e+09,3.70793e+13,1.04858e+06
33348,6.0182e-05,15.0253,33348,501064,1.11209e+09,3.70859e+13,1.04858e+06
33350,6.0509e-05,15.0254,33350,501097,1.11222e+09,3.70926e+13,1.04858e+06
33352,6.0265e-05,15.0255,33352,501130,1.11236e+09,3.70993e+13,1.04858e+06
33354,7.6591e-05,15.0256,33354,501163,1.11249e+09,3.7106e+13,1.04858e+06
33356,6.4782e-05,15.0257,33356,501196,1.11262e+09,3.71126e+13,1.04858e+06
33358,6.4074e-05,15.0257,33358,501229,1.11276e+09,3.71193e+13,1.04858e+06
33360,6.0877e-05,15.0258,33360,501262,1.11289e+09,3.7126e+13,1.04858e+06
33362,9.3858e-05,15.0259,33362,501295,1.11302e+09,3.71327e+13,1.04858e+06
33364,5.9546e-05,15.026,33364,501328,1.11316e+09,3.71394e+13,1.04858e+06
33366,5.9555e-05,15.0261,33366,501361,1.11329e+09,3.7146e+13,1.04858e+06
33368,6.0318e-05,15.0262,33368,501393,1.11342e+09,3.71527e+13,1.04858e+06
33370,6.1395e-05,15.0263,33370,501426,1.11356e+09,3.71594e+13,1.04858e+06
33372,6.4094e-05,15.0264,33372,501459,1.11369e+09,3.71661e+13,1.04858e+06
33374,6.5514e-05,15.0264,33374,501492,1.11382e+09,3.71728e+13,1.04858e+06
33376,5.993e-05,15.0265,33376,501525,1.11396e+09,3.71794e+13,1.04858e+06
33378,6.0606e-05,15.0266,33378,501558,1.11409e+09,3.71861e+13,1.04858e+06
33380,6.1674e-05,15.0267,33380,501591,1.11422e+09,3.71928e+13,1.04858e+06
33382,5.9222e-05,15.0268,33382,501624,1.11436e+09,3.71995e+13,1.04858e+06
33384,6.0298e-05,15.0269,33384,501657,1.11449e+09,3.72062e+13,1.04858e+06
33386,6.043e-05,15.027,33386,501690,1.11462e+09,3.72129e+13,1.04858e+06
33388,0.000100887,15.027,33388,501723,1.11476e+09,3.72196e+13,1.04858e+06
33390,6.8552e-05,15.0271,33390,501756,1.11489e+09,3.72262e+13,1.04858e+06
33392,9.271e-05,15.0272,33392,501789,1.11503e+09,3.72329e+13,1.04858e+06
33394,9.6826e-05,15.0273,33394,501822,1.11516e+09,3.72396e+13,1.04858e+06
33396,5.8569e-05,15.0274,33396,501855,1.11529e+09,3.72463e+13,1.04858e+06
33398,5.949e-05,15.0275,33398,501888,1.11543e+09,3.7253e+13,1.04858e+06
33400,7.2747e-05,15.0276,33400,501921,1.11556e+09,3.72597e+13,1.04858e+06
33402,5.9075e-05,15.0276,33402,501953,1.11569e+09,3.72664e+13,1.04858e+06
33404,6.495e-05,15.0277,33404,501986,1.11583e+09,3.72731e+13,1.04858e+06
33406,6.6095e-05,15.0278,33406,502019,1.11596e+09,3.72798e+13,1.04858e+06
33408,5.9925e-05,15.0279,33408,502052,1.11609e+09,3.72865e+13,1.04858e+06
33410,6.0267e-05,15.028,33410,502085,1.11623e+09,3.72932e+13,1.04858e+06
33412,6.0083e-05,15.0281,33412,502118,1.11636e+09,3.72999e+13,1.04858e+06
33414,5.9375e-05,15.0282,33414,502151,1.1165e+09,3.73066e+13,1.04858e+06
33416,6.0139e-05,15.0283,33416,502184,1.11663e+09,3.73133e+13,1.04858e+06
33418,0.000101529,15.0283,33418,502217,1.11676e+09,3.732e+13,1.04858e+06
33420,7.0286e-05,15.0284,33420,502250,1.1169e+09,3.73267e+13,1.04858e+06
33422,6.9874e-05,15.0285,33422,502283,1.11703e+09,3.73334e+13,1.04858e+06
33424,6.8985e-05,15.0286,33424,502316,1.11716e+09,3.73401e+13,1.04858e+06
33426,8.4248e-05,15.0287,33426,502349,1.1173e+09,3.73468e+13,1.04858e+06
33428,6.567e-05,15.0288,33428,502382,1.11743e+09,3.73535e+13,1.04858e+06
33430,7.1238e-05,15.0289,33430,502415,1.11756e+09,3.73602e+13,1.04858e+06
33432,6.4519e-05,15.0289,33432,502448,1.1177e+09,3.73669e+13,1.04858e+06
33434,6.5411e-05,15.029,33434,502481,1.11783e+09,3.73736e+13,1.04858e+06
33436,7.0799e-05,15.0291,33436,502513,1.11797e+09,3.73803e+13,1.04858e+06
33438,7.0537e-05,15.0292,33438,502546,1.1181e+09,3.7387e+13,1.04858e+06
33440,6.0264e-05,15.0293,33440,502579,1.11823e+09,3.73937e+13,1.04858e+06
33442,6.0946e-05,15.0294,33442,502612,1.11837e+09,3.74004e+13,1.04858e+06
33444,5.9409e-05,15.0295,33444,502645,1.1185e+09,3.74072e+13,1.04858e+06
33446,5.9107e-05,15.0295,33446,502678,1.11863e+09,3.74139e+13,1.04858e+06
33448,6.4407e-05,15.0296,33448,502711,1.11877e+09,3.74206e+13,1.04858e+06
33450,5.9496e-05,15.0297,33450,502744,1.1189e+09,3.74273e+13,1.04858e+06
33452,6.4437e-05,15.0298,33452,502777,1.11904e+09,3.7434e+13,1.04858e+06
33454,6.5321e-05,15.0299,33454,502810,1.11917e+09,3.74407e+13,1.04858e+06
33456,5.9741e-05,15.03,33456,502843,1.1193e+09,3.74474e+13,1.04858e+06
33458,6.0553e-05,15.0301,33458,502876,1.11944e+09,3.74541e+13,1.04858e+06
33460,6.0475e-05,15.0301,33460,502909,1.11957e+09,3.74609e+13,1.04858e+06
33462,6.0724e-05,15.0302,33462,502942,1.11971e+09,3.74676e+13,1.04858e+06
33464,6.0154e-05,15.0303,33464,502975,1.11984e+09,3.74743e+13,1.04858e+06
33466,6.5585e-05,15.0304,33466,503008,1.11997e+09,3.7481e+13,1.04858e+06
33468,7.7721e-05,15.0305,33468,503041,1.12011e+09,3.74877e+13,1.04858e+06
33470,7.154e-05,15.0306,33470,503074,1.12024e+09,3.74945e+13,1.04858e+06
33472,6.5705e-05,15.0307,33472,503106,1.12037e+09,3.75012e+13,1.04858e+06
33474,6.6434e-05,15.0308,33474,503139,1.12051e+09,3.75079e+13,1.04858e+06
33476,6.4482e-05,15.0308,33476,503172,1.12064e+09,3.75146e+13,1.04858e+06
33478,6.4361e-05,15.0309,33478,503205,1.12078e+09,3.75214e+13,1.04858e+06
33480,6.4574e-05,15.031,33480,503238,1.12091e+09,3.75281e+13,1.04858e+06
33482,6.5442e-05,15.0311,33482,503271,1.12104e+09,3.75348e+13,1.04858e+06
33484,6.8212e-05,15.0312,33484,503304,1.12118e+09,3.75415e+13,1.04858e+06
33486,6.9095e-05,15.0313,33486,503337,1.12131e+09,3.75483e+13,1.04858e+06
33488,6.4654e-05,15.0314,33488,503370,1.12145e+09,3.7555e+13,1.04858e+06
33490,6.4119e-05,15.0314,33490,503403,1.12158e+09,3.75617e+13,1.04858e+06
33492,6.5238e-05,15.0315,33492,503436,1.12171e+09,3.75684e+13,1.04858e+06
33494,6.512e-05,15.0316,33494,503469,1.12185e+09,3.75752e+13,1.04858e+06
33496,6.5032e-05,15.0317,33496,503502,1.12198e+09,3.75819e+13,1.04858e+06
33498,6.604e-05,15.0318,33498,503535,1.12212e+09,3.75886e+13,1.04858e+06
33500,7.3699e-05,15.0319,33500,503568,1.12225e+09,3.75954e+13,1.04858e+06
33502,7.1622e-05,15.032,33502,503601,1.12238e+09,3.76021e+13,1.04858e+06
33504,6.5806e-05,15.032,33504,503634,1.12252e+09,3.76088e+13,1.04858e+06
33506,6.6271e-05,15.0321,33506,503667,1.12265e+09,3.76156e+13,1.04858e+06
33508,6.5482e-05,15.0322,33508,503700,1.12279e+09,3.76223e+13,1.04858e+06
33510,6.6014e-05,15.0323,33510,503733,1.12292e+09,3.76291e+13,1.04858e+06
33512,6.5239e-05,15.0324,33512,503765,1.12305e+09,3.76358e+13,1.04858e+06
33514,6.5121e-05,15.0325,33514,503798,1.12319e+09,3.76425e+13,1.04858e+06
33516,7.008e-05,15.0326,33516,503831,1.12332e+09,3.76493e+13,1.04858e+06
33518,6.4504e-05,15.0326,33518,503864,1.12346e+09,3.7656e+13,1.04858e+06
33520,5.966e-05,15.0327,33520,503897,1.12359e+09,3.76628e+13,1.04858e+06
33522,5.9437e-05,15.0328,33522,503930,1.12372e+09,3.76695e+13,1.04858e+06
33524,6.1004e-05,15.0329,33524,503963,1.12386e+09,3.76762e+13,1.04858e+06
33526,6.1278e-05,15.033,33526,503996,1.12399e+09,3.7683e+13,1.04858e+06
33528,5.9229e-05,15.0331,33528,504029,1.12413e+09,3.76897e+13,1.04858e+06
33530,5.989e-05,15.0332,33530,504062,1.12426e+09,3.76965e+13,1.04858e+06
33532,6.2167e-05,15.0333,33532,504095,1.1244e+09,3.77032e+13,1.04858e+06
33534,6.2865e-05,15.0333,33534,504128,1.12453e+09,3.771e+13,1.04858e+06
33536,6.2059e-05,15.0334,33536,504161,1.12466e+09,3.77167e+13,1.04858e+06
33538,6.3537e-05,15.0335,33538,504194,1.1248e+09,3.77235e+13,1.04858e+06
33540,6.4931e-05,15.0336,33540,504227,1.12493e+09,3.77302e+13,1.04858e+06
33542,6.4641e-05,15.0337,33542,504260,1.12507e+09,3.7737e+13,1.04858e+06
33544,6.8237e-05,15.0338,33544,504293,1.1252e+09,3.77437e+13,1.04858e+06
33546,9.6105e-05,15.0339,33546,504326,1.12533e+09,3.77505e+13,1.04858e+06
33548,6.9992e-05,15.0339,33548,504359,1.12547e+09,3.77572e+13,1.04858e+06
33550,6.9548e-05,15.034,33550,504392,1.1256e+09,3.7764e+13,1.04858e+06
33552,6.4466e-05,15.0341,33552,504424,1.12574e+09,3.77707e+13,1.04858e+06
33554,6.422e-05,15.0342,33554,504457,1.12587e+09,3.77775e+13,1.04858e+06
33556,8.1083e-05,15.0343,33556,504490,1.12601e+09,3.77842e+13,1.04858e+06
33558,8.1268e-05,15.0344,33558,504523,1.12614e+09,3.7791e+13,1.04858e+06
33560,6.6034e-05,15.0345,33560,504556,1.12627e+09,3.77977e+13,1.04858e+06
33562,6.4493e-05,15.0345,33562,504589,1.12641e+09,3.78045e+13,1.04858e+06
33564,6.7763e-05,15.0346,33564,504622,1.12654e+09,3.78113e+13,1.04858e+06
33566,7.9663e-05,15.0347,33566,504655,1.12668e+09,3.7818e+13,1.04858e+06
33568,6.4455e-05,15.0348,33568,504688,1.12681e+09,3.78248e+13,1.04858e+06
33570,6.398e-05,15.0349,33570,504721,1.12694e+09,3.78315e+13,1.04858e+06
33572,8.5572e-05,15.035,33572,504754,1.12708e+09,3.78383e+13,1.04858e+06
33574,6.3703e-05,15.0351,33574,504787,1.12721e+09,3.78451e+13,1.04858e+06
33576,6.5947e-05,15.0351,33576,504820,1.12735e+09,3.78518e+13,1.04858e+06
33578,6.9134e-05,15.0352,33578,504853,1.12748e+09,3.78586e+13,1.04858e+06
33580,6.8202e-05,15.0353,33580,504886,1.12762e+09,3.78654e+13,1.04858e+06
33582,7.1048e-05,15.0354,33582,504919,1.12775e+09,3.78721e+13,1.04858e+06
33584,6.5696e-05,15.0355,33584,504952,1.12789e+09,3.78789e+13,1.04858e+06
33586,6.799e-05,15.0356,33586,504985,1.12802e+09,3.78857e+13,1.04858e+06
33588,6.603e-05,15.0357,33588,505018,1.12815e+09,3.78924e+13,1.04858e+06
33590,6.6094e-05,15.0357,33590,505051,1.12829e+09,3.78992e+13,1.04858e+06
33592,6.4715e-05,15.0358,33592,505084,1.12842e+09,3.7906e+13,1.04858e+06
33594,6.5113e-05,15.0359,33594,505117,1.12856e+09,3.79127e+13,1.04858e+06
33596,6.7833e-05,15.036,33596,505150,1.12869e+09,3.79195e+13,1.04858e+06
33598,6.2951e-05,15.0361,33598,505182,1.12883e+09,3.79263e+13,1.04858e+06
33600,7.4739e-05,15.0362,33600,505215,1.12896e+09,3.79331e+13,1.04858e+06
33602,5.9375e-05,15.0363,33602,505248,1.12909e+09,3.79398e+13,1.04858e+06
33604,6.2163e-05,15.0363,33604,505281,1.12923e+09,3.79466e+13,1.04858e+06
33606,6.2244e-05,15.0364,33606,505314,1.12936e+09,3.79534e+13,1.04858e+06
33608,6.0098e-05,15.0365,33608,505347,1.1295e+09,3.79602e+13,1.04858e+06
33610,6.1445e-05,15.0366,33610,505380,1.12963e+09,3.79669e+13,1.04858e+06
33612,6.1998e-05,15.0367,33612,505413,1.12977e+09,3.79737e+13,1.04858e+06
33614,6.2872e-05,15.0368,33614,505446,1.1299e+09,3.79805e+13,1.04858e+06
33616,6.0997e-05,15.0369,33616,505479,1.13004e+09,3.79873e+13,1.04858e+06
33618,6.0832e-05,15.0369,33618,505512,1.13017e+09,3.79941e+13,1.04858e+06
33620,6.0081e-05,15.037,33620,505545,1.1303e+09,3.80008e+13,1.04858e+06
33622,6.1115e-05,15.0371,33622,505578,1.13044e+09,3.80076e+13,1.04858e+06
33624,6.142e-05,15.0372,33624,505611,1.13057e+09,3.80144e+13,1.04858e+06
33626,5.984e-05,15.0373,33626,505644,1.13071e+09,3.80212e+13,1.04858e+06
33628,6.2519e-05,15.0374,33628,505677,1.13084e+09,3.8028e+13,1.04858e+06
33630,0.000108457,15.0375,33630,505710,1.13098e+09,3.80348e+13,1.04858e+06
33632,5.9508e-05,15.0375,33632,505743,1.13111e+09,3.80415e+13,1.04858e+06
33634,6.2077e-05,15.0376,33634,505776,1.13125e+09,3.80483e+13,1.04858e+06
33636,6.5142e-05,15.0377,33636,505809,1.13138e+09,3.80551e+13,1.04858e+06
33638,6.4486e-05,15.0378,33638,505842,1.13152e+09,3.80619e+13,1.04858e+06
33640,8.4594e-05,15.0379,33640,505875,1.13165e+09,3.80687e+13,1.04858e+06
33642,6.4833e-05,15.038,33642,505908,1.13178e+09,3.80755e+13,1.04858e+06
33644,6.7011e-05,15.0381,33644,505941,1.13192e+09,3.80823e+13,1.04858e+06
33646,6.7772e-05,15.0381,33646,505974,1.13205e+09,3.80891e+13,1.04858e+06
33648,6.6821e-05,15.0382,33648,506006,1.13219e+09,3.80959e+13,1.04858e+06
33650,6.3974e-05,15.0383,33650,506039,1.13232e+09,3.81027e+13,1.04858e+06
33652,6.4354e-05,15.0384,33652,506072,1.13246e+09,3.81094e+13,1.04858e+06
33654,6.3487e-05,15.0385,33654,506105,1.13259e+09,3.81162e+13,1.04858e+06
33656,6.7698e-05,15.0386,33656,506138,1.13273e+09,3.8123e+13,1.04858e+06
33658,6.5233e-05,15.0387,33658,506171,1.13286e+09,3.81298e+13,1.04858e+06
33660,6.7023e-05,15.0387,33660,506204,1.133e+09,3.81366e+13,1.04858e+06
33662,6.8324e-05,15.0388,33662,506237,1.13313e+09,3.81434e+13,1.04858e+06
33664,6.7175e-05,15.0389,33664,506270,1.13326e+09,3.81502e+13,1.04858e+06
33666,6.8658e-05,15.039,33666,506303,1.1334e+09,3.8157e+13,1.04858e+06
33668,6.5261e-05,15.0391,33668,506336,1.13353e+09,3.81638e+13,1.04858e+06
33670,6.5681e-05,15.0392,33670,506369,1.13367e+09,3.81706e+13,1.04858e+06
33672,6.4763e-05,15.0393,33672,506402,1.1338e+09,3.81774e+13,1.04858e+06
33674,7.8835e-05,15.0393,33674,506435,1.13394e+09,3.81842e+13,1.04858e+06
33676,6.4997e-05,15.0394,33676,506468,1.13407e+09,3.8191e+13,1.04858e+06
33678,6.4269e-05,15.0395,33678,506501,1.13421e+09,3.81978e+13,1.04858e+06
33680,6.04e-05,15.0396,33680,506534,1.13434e+09,3.82047e+13,1.04858e+06
33682,6.0133e-05,15.0397,33682,506567,1.13448e+09,3.82115e+13,1.04858e+06
33684,0.000103042,15.0398,33684,506600,1.13461e+09,3.82183e+13,1.04858e+06
33686,9.6457e-05,15.0399,33686,506633,1.13475e+09,3.82251e+13,1.04858e+06
33688,6.0029e-05,15.0399,33688,506666,1.13488e+09,3.82319e+13,1.04858e+06
33690,6.2878e-05,15.04,33690,506699,1.13502e+09,3.82387e+13,1.04858e+06
33692,6.3614e-05,15.0401,33692,506732,1.13515e+09,3.82455e+13,1.04858e+06
33694,6.3363e-05,15.0402,33694,506765,1.13529e+09,3.82523e+13,1.04858e+06
33696,6.2042e-05,15.0403,33696,506798,1.13542e+09,3.82591e+13,1.04858e+06
33698,6.0106e-05,15.0404,33698,506831,1.13556e+09,3.82659e+13,1.04858e+06
33700,6.2171e-05,15.0405,33700,506864,1.13569e+09,3.82728e+13,1.04858e+06
33702,8.8179e-05,15.0405,33702,506897,1.13582e+09,3.82796e+13,1.04858e+06
33704,6.5605e-05,15.0406,33704,506929,1.13596e+09,3.82864e+13,1.04858e+06
33706,8.7082e-05,15.0407,33706,506962,1.13609e+09,3.82932e+13,1.04858e+06
33708,7.1362e-05,15.0408,33708,506995,1.13623e+09,3.83e+13,1.04858e+06
33710,6.7644e-05,15.0409,33710,507028,1.13636e+09,3.83068e+13,1.04858e+06
33712,6.5357e-05,15.041,33712,507061,1.1365e+09,3.83137e+13,1.04858e+06
33714,6.5782e-05,15.0411,33714,507094,1.13663e+09,3.83205e+13,1.04858e+06
33716,6.5127e-05,15.0411,33716,507127,1.13677e+09,3.83273e+13,1.04858e+06
33718,6.7606e-05,15.0412,33718,507160,1.1369e+09,3.83341e+13,1.04858e+06
33720,6.7317e-05,15.0413,33720,507193,1.13704e+09,3.83409e+13,1.04858e+06
33722,6.3968e-05,15.0414,33722,507226,1.13717e+09,3.83478e+13,1.04858e+06
33724,7.1131e-05,15.0415,33724,507259,1.13731e+09,3.83546e+13,1.04858e+06
33726,6.9488e-05,15.0416,33726,507292,1.13744e+09,3.83614e+13,1.04858e+06
33728,6.5396e-05,15.0417,33728,507325,1.13758e+09,3.83682e+13,1.04858e+06
33730,6.423e-05,15.0417,33730,507358,1.13771e+09,3.83751e+13,1.04858e+06
33732,6.4998e-05,15.0418,33732,507391,1.13785e+09,3.83819e+13,1.04858e+06
33734,6.0063e-05,15.0419,33734,507424,1.13798e+09,3.83887e+13,1.04858e+06
33736,6.1496e-05,15.042,33736,507457,1.13812e+09,3.83955e+13,1.04858e+06
33738,6.3131e-05,15.0421,33738,507490,1.13825e+09,3.84024e+13,1.04858e+06
33740,6.398e-05,15.0422,33740,507523,1.13839e+09,3.84092e+13,1.04858e+06
33742,6.3987e-05,15.0423,33742,507556,1.13852e+09,3.8416e+13,1.04858e+06
33744,8.2055e-05,15.0423,33744,507589,1.13866e+09,3.84229e+13,1.04858e+06
33746,7.4597e-05,15.0424,33746,507622,1.13879e+09,3.84297e+13,1.04858e+06
33748,6.1444e-05,15.0425,33748,507655,1.13893e+09,3.84365e+13,1.04858e+06
33750,0.000168834,15.0426,33750,507688,1.13906e+09,3.84434e+13,1.04858e+06
33752,6.7434e-05,15.0427,33752,507721,1.1392e+09,3.84502e+13,1.04858e+06
33754,5.8968e-05,15.0428,33754,507754,1.13933e+09,3.8457e+13,1.04858e+06
33756,6.8525e-05,15.0429,33756,507787,1.13947e+09,3.84639e+13,1.04858e+06
33758,6.4422e-05,15.0429,33758,507820,1.1396e+09,3.84707e+13,1.04858e+06
33760,6.0903e-05,15.043,33760,507853,1.13974e+09,3.84775e+13,1.04858e+06
33762,6.1433e-05,15.0431,33762,507886,1.13987e+09,3.84844e+13,1.04858e+06
33764,6.008e-05,15.0432,33764,507919,1.14001e+09,3.84912e+13,1.04858e+06
33766,6.1143e-05,15.0433,33766,507952,1.14014e+09,3.84981e+13,1.04858e+06
33768,6.1521e-05,15.0434,33768,507984,1.14028e+09,3.85049e+13,1.04858e+06
33770,5.9808e-05,15.0435,33770,508017,1.14041e+09,3.85117e+13,1.04858e+06
33772,6.3625e-05,15.0435,33772,508050,1.14055e+09,3.85186e+13,1.04858e+06
33774,6.4933e-05,15.0436,33774,508083,1.14068e+09,3.85254e+13,1.04858e+06
33776,6.0816e-05,15.0437,33776,508116,1.14082e+09,3.85323e+13,1.04858e+06
33778,6.1005e-05,15.0438,33778,508149,1.14095e+09,3.85391e+13,1.04858e+06
33780,9.5836e-05,15.0439,33780,508182,1.14109e+09,3.8546e+13,1.04858e+06
33782,5.8842e-05,15.044,33782,508215,1.14122e+09,3.85528e+13,1.04858e+06
33784,6.0398e-05,15.0441,33784,508248,1.14136e+09,3.85597e+13,1.04858e+06
33786,6.3966e-05,15.0441,33786,508281,1.14149e+09,3.85665e+13,1.04858e+06
33788,6.5587e-05,15.0442,33788,508314,1.14163e+09,3.85734e+13,1.04858e+06
33790,6.5601e-05,15.0443,33790,508347,1.14176e+09,3.85802e+13,1.04858e+06
33792,6.1934e-05,15.0444,33792,508380,1.1419e+09,3.85871e+13,1.04858e+06
33794,6.1214e-05,15.0445,33794,508413,1.14203e+09,3.85939e+13,1.04858e+06
33796,6.071e-05,15.0446,33796,508446,1.14217e+09,3.86008e+13,1.04858e+06
33798,6.0302e-05,15.0447,33798,508479,1.1423e+09,3.86076e+13,1.04858e+06
33800,5.9797e-05,15.0447,33800,508512,1.14244e+09,3.86145e+13,1.04858e+06
33802,5.972e-05,15.0448,33802,508545,1.14258e+09,3.86213e+13,1.04858e+06
33804,0.000108935,15.0449,33804,508578,1.14271e+09,3.86282e+13,1.04858e+06
33806,6.8871e-05,15.045,33806,508611,1.14285e+09,3.8635e+13,1.04858e+06
33808,6.0273e-05,15.0451,33808,508644,1.14298e+09,3.86419e+13,1.04858e+06
33810,0.000127911,15.0452,33810,508677,1.14312e+09,3.86488e+13,1.04858e+06
