n,tempo_ms,Ologn,On,Onlogn,On2,On3,O2n
81338,0.000117583,16.3116,81338,1.32676e+06,6.61587e+09,5.38122e+14,1.04858e+06
81340,0.000136193,16.3117,81340,1.32679e+06,6.6162e+09,5.38161e+14,1.04858e+06
81342,0.000100349,16.3117,81342,1.32683e+06,6.61652e+09,5.38201e+14,1.04858e+06
81344,7.8309e-05,16.3117,81344,1.32686e+06,6.61685e+09,5.38241e+14,1.04858e+06
81346,7.8489e-05,16.3118,81346,1.3269e+06,6.61717e+09,5.3828e+14,1.04858e+06
81348,7.6481e-05,16.3118,81348,1.32693e+06,6.6175e+09,5.3832e+14,1.04858e+06
81350,9.0618e-05,16.3119,81350,1.32697e+06,6.61782e+09,5.3836e+14,1.04858e+06
81352,7.9804e-05,16.3119,81352,1.327e+06,6.61815e+09,5.384e+14,1.04858e+06
81354,9.5723e-05,16.3119,81354,1.32704e+06,6.61847e+09,5.38439e+14,1.04858e+06
81356,9.9477e-05,16.312,81356,1.32708e+06,6.6188e+09,5.38479e+14,1.04858e+06
81358,9.9255e-05,16.312,81358,1.32711e+06,6.61912e+09,5.38519e+14,1.04858e+06
81360,7.4624e-05,16.312,81360,1.32715e+06,6.61945e+09,5.38558e+14,1.04858e+06
81362,7.4166e-05,16.3121,81362,1.32718e+06,6.61978e+09,5.38598e+14,1.04858e+06
81364,7.485e-05,16.3121,81364,1.32722e+06,6.6201e+09,5.38638e+14,1.04858e+06
81366,7.5611e-05,16.3121,81366,1.32725e+06,6.62043e+09,5.38678e+14,1.04858e+06
81368,7.8388e-05,16.3122,81368,1.32729e+06,6.62075e+09,5.38717e+14,1.04858e+06
81370,7.823e-05,16.3122,81370,1.32732e+06,6.62108e+09,5.38757e+14,1.04858e+06
81372,0.000106847,16.3122,81372,1.32736e+06,6.6214e+09,5.38797e+14,1.04858e+06
81374,0.00010536,16.3123,81374,1.3274e+06,6.62173e+09,5.38836e+14,1.04858e+06
81376,7.9207e-05,16.3123,81376,1.32743e+06,6.62205e+09,5.38876e+14,1.04858e+06
81378,7.8994e-05,16.3124,81378,1.32747e+06,6.62238e+09,5.38916e+14,1.04858e+06
81380,7.1325e-05,16.3124,81380,1.3275e+06,6.6227e+09,5.38956e+14,1.04858e+06
81382,8.8954e-05,16.3124,81382,1.32754e+06,6.62303e+09,5.38995e+14,1.04858e+06
81384,9.3044e-05,16.3125,81384,1.32757e+06,6.62336e+09,5.39035e+14,1.04858e+06
81386,7.9729e-05,16.3125,81386,1.32761e+06,6.62368e+09,5.39075e+14,1.04858e+06
81388,6.9458e-05,16.3125,81388,1.32764e+06,6.62401e+09,5.39115e+14,1.04858e+06
81390,6.7933e-05,16.3126,81390,1.32768e+06,6.62433e+09,5.39154e+14,1.04858e+06
81392,6.8004e-05,16.3126,81392,1.32772e+06,6.62466e+09,5.39194e+14,1.04858e+06
81394,6.7749e-05,16.3126,81394,1.32775e+06,6.62498e+09,5.39234e+14,1.04858e+06
81396,6.7313e-05,16.3127,81396,1.32779e+06,6.62531e+09,5.39274e+14,1.04858e+06
81398,6.808e-05,16.3127,81398,1.32782e+06,6.62563e+09,5.39313e+14,1.04858e+06
81400,7.3838e-05,16.3127,81400,1.32786e+06,6.62596e+09,5.39353e+14,1.04858e+06
81402,7.4413e-05,16.3128,81402,1.32789e+06,6.62629e+09,5.39393e+14,1.04858e+06
81404,7.6995e-05,16.3128,81404,1.32793e+06,6.62661e+09,5.39433e+14,1.04858e+06
81406,7.7253e-05,16.3128,81406,1.32796e+06,6.62694e+09,5.39472e+14,1.04858e+06
81408,7.5141e-05,16.3129,81408,1.328e+06,6.62726e+09,5.39512e+14,1.04858e+06
81410,7.5785e-05,16.3129,81410,1.32803e+06,6.62759e+09,5.39552e+14,1.04858e+06
81412,7.1295e-05,16.313,81412,1.32807e+06,6.62791e+09,5.39592e+14,1.04858e+06
81414,7.2266e-05,16.313,81414,1.32811e+06,6.62824e+09,5.39631e+14,1.04858e+06
81416,7.2643e-05,16.313,81416,1.32814e+06,6.62857e+09,5.39671e+14,1.04858e+06
81418,7.2645e-05,16.3131,81418,1.32818e+06,6.62889e+09,5.39711e+14,1.04858e+06
81420,7.6273e-05,16.3131,81420,1.32821e+06,6.62922e+09,5.39751e+14,1.04858e+06
81422,7.5738e-05,16.3131,81422,1.32825e+06,6.62954e+09,5.39791e+14,1.04858e+06
81424,7.1551e-05,16.3132,81424,1.32828e+06,6.62987e+09,5.3983e+14,1.04858e+06
81426,7.607e-05,16.3132,81426,1.32832e+06,6.63019e+09,5.3987e+14,1.04858e+06
81428,7.6896e-05,16.3132,81428,1.32835e+06,6.63052e+09,5.3991e+14,1.04858e+06
81430,7.6946e-05,16.3133,81430,1.32839e+06,6.63084e+09,5.3995e+14,1.04858e+06
81432,7.6831e-05,16.3133,81432,1.32843e+06,6.63117e+09,5.39989e+14,1.04858e+06
81434,7.75e-05,16.3133,81434,1.32846e+06,6.6315e+09,5.40029e+14,1.04858e+06
81436,8.1017e-05,16.3134,81436,1.3285e+06,6.63182e+09,5.40069e+14,1.04858e+06
81438,7.7278e-05,16.3134,81438,1.32853e+06,6.63215e+09,5.40109e+14,1.04858e+06
81440,7.2784e-05,16.3134,81440,1.32857e+06,6.63247e+09,5.40149e+14,1.04858e+06
81442,7.3335e-05,16.3135,81442,1.3286e+06,6.6328e+09,5.40188e+14,1.04858e+06
81444,7.3238e-05,16.3135,81444,1.32864e+06,6.63313e+09,5.40228e+14,1.04858e+06
81446,7.3697e-05,16.3136,81446,1.32867e+06,6.63345e+09,5.40268e+14,1.04858e+06
81448,7.541e-05,16.3136,81448,1.32871e+06,6.63378e+09,5.40308e+14,1.04858e+06
81450,7.7153e-05,16.3136,81450,1.32874e+06,6.6341e+09,5.40348e+14,1.04858e+06
81452,8.2166e-05,16.3137,81452,1.32878e+06,6.63443e+09,5.40387e+14,1.04858e+06
81454,8.5806e-05,16.3137,81454,1.32882e+06,6.63475e+09,5.40427e+14,1.04858e+06
81456,7.738e-05,16.3137,81456,1.32885e+06,6.63508e+09,5.40467e+14,1.04858e+06
81458,7.7968e-05,16.3138,81458,1.32889e+06,6.63541e+09,5.40507e+14,1.04858e+06
81460,7.4952e-05,16.3138,81460,1.32892e+06,6.63573e+09,5.40547e+14,1.04858e+06
81462,7.3349e-05,16.3138,81462,1.32896e+06,6.63606e+09,5.40587e+14,1.04858e+06
81464,0.000107585,16.3139,81464,1.32899e+06,6.63638e+09,5.40626e+14,1.04858e+06
81466,7.3028e-05,16.3139,81466,1.32903e+06,6.63671e+09,5.40666e+14,1.04858e+06
81468,0.000110616,16.3139,81468,1.32906e+06,6.63704e+09,5.40706e+14,1.04858e+06
81470,7.8296e-05,16.314,81470,1.3291e+06,6.63736e+09,5.40746e+14,1.04858e+06
81472,7.3814e-05,16.314,81472,1.32914e+06,6.63769e+09,5.40786e+14,1.04858e+06
81474,7.3312e-05,16.3141,81474,1.32917e+06,6.63801e+09,5.40825e+14,1.04858e+06
81476,7.2611e-05,16.3141,81476,1.32921e+06,6.63834e+09,5.40865e+14,1.04858e+06
81478,7.2637e-05,16.3141,81478,1.32924e+06,6.63866e+09,5.40905e+14,1.04858e+06
81480,0.000108054,16.3142,81480,1.32928e+06,6.63899e+09,5.40945e+14,1.04858e+06
81482,7.3039e-05,16.3142,81482,1.32931e+06,6.63932e+09,5.40985e+14,1.04858e+06
81484,7.7925e-05,16.3142,81484,1.32935e+06,6.63964e+09,5.41025e+14,1.04858e+06
81486,7.7469e-05,16.3143,81486,1.32938e+06,6.63997e+09,5.41064e+14,1.04858e+06
81488,7.3061e-05,16.3143,81488,1.32942e+06,6.64029e+09,5.41104e+14,1.04858e+06
81490,8.7352e-05,16.3143,81490,1.32946e+06,6.64062e+09,5.41144e+14,1.04858e+06
81492,7.2732e-05,16.3144,81492,1.32949e+06,6.64095e+09,5.41184e+14,1.04858e+06
81494,7.3334e-05,16.3144,81494,1.32953e+06,6.64127e+09,5.41224e+14,1.04858e+06
81496,7.289e-05,16.3144,81496,1.32956e+06,6.6416e+09,5.41264e+14,1.04858e+06
81498,7.2605e-05,16.3145,81498,1.3296e+06,6.64192e+09,5.41304e+14,1.04858e+06
81500,7.7983e-05,16.3145,81500,1.32963e+06,6.64225e+09,5.41343e+14,1.04858e+06
81502,0.000129607,16.3145,81502,1.32967e+06,6.64258e+09,5.41383e+14,1.04858e+06
81504,7.3577e-05,16.3146,81504,1.3297e+06,6.6429e+09,5.41423e+14,1.04858e+06
81506,0.00011031,16.3146,81506,1.32974e+06,6.64323e+09,5.41463e+14,1.04858e+06
81508,7.5845e-05,16.3147,81508,1.32977e+06,6.64355e+09,5.41503e+14,1.04858e+06
81510,7.2975e-05,16.3147,81510,1.32981e+06,6.64388e+09,5.41543e+14,1.04858e+06
81512,7.308e-05,16.3147,81512,1.32985e+06,6.64421e+09,5.41583e+14,1.04858e+06
81514,7.3529e-05,16.3148,81514,1.32988e+06,6.64453e+09,5.41622e+14,1.04858e+06
81516,7.9525e-05,16.3148,81516,1.32992e+06,6.64486e+09,5.41662e+14,1.04858e+06
81518,0.000112092,16.3148,81518,1.32995e+06,6.64518e+09,5.41702e+14,1.04858e+06
81520,7.3547e-05,16.3149,81520,1.32999e+06,6.64551e+09,5.41742e+14,1.04858e+06
81522,7.2815e-05,16.3149,81522,1.33002e+06,6.64584e+09,5.41782e+14,1.04858e+06
81524,9.308e-05,16.3149,81524,1.33006e+06,6.64616e+09,5.41822e+14,1.04858e+06
81526,7.3257e-05,16.315,81526,1.33009e+06,6.64649e+09,5.41862e+14,1.04858e+06
81528,0.000106167,16.315,81528,1.33013e+06,6.64681e+09,5.41902e+14,1.04858e+06
81530,0.000165749,16.315,81530,1.33017e+06,6.64714e+09,5.41941e+14,1.04858e+06
81532,7.7768e-05,16.3151,81532,1.3302e+06,6.64747e+09,5.41981e+14,1.04858e+06
81534,7.7225e-05,16.3151,81534,1.33024e+06,6.64779e+09,5.42021e+14,1.04858e+06
81536,7.2308e-05,16.3151,81536,1.33027e+06,6.64812e+09,5.42061e+14,1.04858e+06
81538,7.2372e-05,16.3152,81538,1.33031e+06,6.64845e+09,5.42101e+14,1.04858e+06
81540,7.2398e-05,16.3152,81540,1.33034e+06,6.64877e+09,5.42141e+14,1.04858e+06
81542,7.3339e-05,16.3153,81542,1.33038e+06,6.6491e+09,5.42181e+14,1.04858e+06
81544,7.2935e-05,16.3153,81544,1.33041e+06,6.64942e+09,5.42221e+14,1.04858e+06
81546,7.2395e-05,16.3153,81546,1.33045e+06,6.64975e+09,5.42261e+14,1.04858e+06
81548,0.00012101,16.3154,81548,1.33049e+06,6.65008e+09,5.423e+14,1.04858e+06
81550,7.7804e-05,16.3154,81550,1.33052e+06,6.6504e+09,5.4234e+14,1.04858e+06
81552,7.2117e-05,16.3154,81552,1.33056e+06,6.65073e+09,5.4238e+14,1.04858e+06
81554,0.000108004,16.3155,81554,1.33059e+06,6.65105e+09,5.4242e+14,1.04858e+06
81556,7.2609e-05,16.3155,81556,1.33063e+06,6.65138e+09,5.4246e+14,1.04858e+06
81558,7.2694e-05,16.3155,81558,1.33066e+06,6.65171e+09,5.425e+14,1.04858e+06
81560,7.2286e-05,16.3156,81560,1.3307e+06,6.65203e+09,5.4254e+14,1.04858e+06
81562,7.6911e-05,16.3156,81562,1.33073e+06,6.65236e+09,5.4258e+14,1.04858e+06
81564,8.0904e-05,16.3156,81564,1.33077e+06,6.65269e+09,5.4262e+14,1.04858e+06
81566,8.0492e-05,16.3157,81566,1.3308e+06,6.65301e+09,5.4266e+14,1.04858e+06
81568,0.000105807,16.3157,81568,1.33084e+06,6.65334e+09,5.427e+14,1.04858e+06
81570,7.4966e-05,16.3158,81570,1.33088e+06,6.65366e+09,5.42739e+14,1.04858e+06
81572,7.2261e-05,16.3158,81572,1.33091e+06,6.65399e+09,5.42779e+14,1.04858e+06
81574,7.19e-05,16.3158,81574,1.33095e+06,6.65432e+09,5.42819e+14,1.04858e+06
81576,7.3905e-05,16.3159,81576,1.33098e+06,6.65464e+09,5.42859e+14,1.04858e+06
81578,0.00011097,16.3159,81578,1.33102e+06,6.65497e+09,5.42899e+14,1.04858e+06
81580,9.1184e-05,16.3159,81580,1.33105e+06,6.6553e+09,5.42939e+14,1.04858e+06
81582,7.9382e-05,16.316,81582,1.33109e+06,6.65562e+09,5.42979e+14,1.04858e+06
81584,7.2957e-05,16.316,81584,1.33112e+06,6.65595e+09,5.43019e+14,1.04858e+06
81586,7.2344e-05,16.316,81586,1.33116e+06,6.65628e+09,5.43059e+14,1.04858e+06
81588,7.2641e-05,16.3161,81588,1.3312e+06,6.6566e+09,5.43099e+14,1.04858e+06
81590,7.2645e-05,16.3161,81590,1.33123e+06,6.65693e+09,5.43139e+14,1.04858e+06
81592,7.1467e-05,16.3161,81592,1.33127e+06,6.65725e+09,5.43179e+14,1.04858e+06
81594,0.000104503,16.3162,81594,1.3313e+06,6.65758e+09,5.43219e+14,1.04858e+06
81596,9.0344e-05,16.3162,81596,1.33134e+06,6.65791e+09,5.43259e+14,1.04858e+06
81598,7.7743e-05,16.3162,81598,1.33137e+06,6.65823e+09,5.43299e+14,1.04858e+06
81600,0.000149126,16.3163,81600,1.33141e+06,6.65856e+09,5.43338e+14,1.04858e+06
81602,7.1409e-05,16.3163,81602,1.33144e+06,6.65889e+09,5.43378e+14,1.04858e+06
81604,7.1662e-05,16.3164,81604,1.33148e+06,6.65921e+09,5.43418e+14,1.04858e+06
81606,0.000111346,16.3164,81606,1.33152e+06,6.65954e+09,5.43458e+14,1.04858e+06
81608,7.3766e-05,16.3164,81608,1.33155e+06,6.65987e+09,5.43498e+14,1.04858e+06
81610,7.6923e-05,16.3165,81610,1.33159e+06,6.66019e+09,5.43538e+14,1.04858e+06
81612,7.9054e-05,16.3165,81612,1.33162e+06,6.66052e+09,5.43578e+14,1.04858e+06
81614,0.000112665,16.3165,81614,1.33166e+06,6.66084e+09,5.43618e+14,1.04858e+06
81616,7.4178e-05,16.3166,81616,1.33169e+06,6.66117e+09,5.43658e+14,1.04858e+06
81618,7.2763e-05,16.3166,81618,1.33173e+06,6.6615e+09,5.43698e+14,1.04858e+06
81620,8.7959e-05,16.3166,81620,1.33176e+06,6.66182e+09,5.43738e+14,1.04858e+06
81622,7.0558e-05,16.3167,81622,1.3318e+06,6.66215e+09,5.43778e+14,1.04858e+06
81624,7.5066e-05,16.3167,81624,1.33183e+06,6.66248e+09,5.43818e+14,1.04858e+06
81626,7.0417e-05,16.3167,81626,1.33187e+06,6.6628e+09,5.43858e+14,1.04858e+06
81628,7.8755e-05,16.3168,81628,1.33191e+06,6.66313e+09,5.43898e+14,1.04858e+06
81630,7.8451e-05,16.3168,81630,1.33194e+06,6.66346e+09,5.43938e+14,1.04858e+06
81632,7.151e-05,16.3168,81632,1.33198e+06,6.66378e+09,5.43978e+14,1.04858e+06
81634,7.0823e-05,16.3169,81634,1.33201e+06,6.66411e+09,5.44018e+14,1.04858e+06
81636,7.196e-05,16.3169,81636,1.33205e+06,6.66444e+09,5.44058e+14,1.04858e+06
81638,9.2923e-05,16.317,81638,1.33208e+06,6.66476e+09,5.44098e+14,1.04858e+06
81640,7.3182e-05,16.317,81640,1.33212e+06,6.66509e+09,5.44138e+14,1.04858e+06
81642,7.3349e-05,16.317,81642,1.33215e+06,6.66542e+09,5.44178e+14,1.04858e+06
81644,0.000119168,16.3171,81644,1.33219e+06,6.66574e+09,5.44218e+14,1.04858e+06
81646,7.9369e-05,16.3171,81646,1.33223e+06,6.66607e+09,5.44258e+14,1.04858e+06
81648,7.2034e-05,16.3171,81648,1.33226e+06,6.6664e+09,5.44298e+14,1.04858e+06
81650,7.2746e-05,16.3172,81650,1.3323e+06,6.66672e+09,5.44338e+14,1.04858e+06
81652,7.4822e-05,16.3172,81652,1.33233e+06,6.66705e+09,5.44378e+14,1.04858e+06
81654,7.7269e-05,16.3172,81654,1.33237e+06,6.66738e+09,5.44418e+14,1.04858e+06
81656,6.8713e-05,16.3173,81656,1.3324e+06,6.6677e+09,5.44458e+14,1.04858e+06
81658,6.7254e-05,16.3173,81658,1.33244e+06,6.66803e+09,5.44498e+14,1.04858e+06
81660,9.2214e-05,16.3173,81660,1.33247e+06,6.66836e+09,5.44538e+14,1.04858e+06
81662,0.000114465,16.3174,81662,1.33251e+06,6.66868e+09,5.44578e+14,1.04858e+06
81664,9.6265e-05,16.3174,81664,1.33255e+06,6.66901e+09,5.44618e+14,1.04858e+06
81666,7.3798e-05,16.3174,81666,1.33258e+06,6.66934e+09,5.44658e+14,1.04858e+06
81668,7.8875e-05,16.3175,81668,1.33262e+06,6.66966e+09,5.44698e+14,1.04858e+06
81670,8.0245e-05,16.3175,81670,1.33265e+06,6.66999e+09,5.44738e+14,1.04858e+06
81672,8.0383e-05,16.3176,81672,1.33269e+06,6.67032e+09,5.44778e+14,1.04858e+06
81674,9.3915e-05,16.3176,81674,1.33272e+06,6.67064e+09,5.44818e+14,1.04858e+06
81676,8.7097e-05,16.3176,81676,1.33276e+06,6.67097e+09,5.44858e+14,1.04858e+06
81678,9.0145e-05,16.3177,81678,1.33279e+06,6.6713e+09,5.44898e+14,1.04858e+06
81680,8.0418e-05,16.3177,81680,1.33283e+06,6.67162e+09,5.44938e+14,1.04858e+06
81682,8.05e-05,16.3177,81682,1.33286e+06,6.67195e+09,5.44978e+14,1.04858e+06
81684,8.0434e-05,16.3178,81684,1.3329e+06,6.67228e+09,5.45018e+14,1.04858e+06
81686,8.0965e-05,16.3178,81686,1.33294e+06,6.6726e+09,5.45058e+14,1.04858e+06
81688,7.969e-05,16.3178,81688,1.33297e+06,6.67293e+09,5.45098e+14,1.04858e+06
81690,8.2424e-05,16.3179,81690,1.33301e+06,6.67326e+09,5.45138e+14,1.04858e+06
81692,9.5231e-05,16.3179,81692,1.33304e+06,6.67358e+09,5.45178e+14,1.04858e+06
81694,9.2228e-05,16.3179,81694,1.33308e+06,6.67391e+09,5.45218e+14,1.04858e+06
81696,8.0581e-05,16.318,81696,1.33311e+06,6.67424e+09,5.45258e+14,1.04858e+06
81698,8.6166e-05,16.318,81698,1.33315e+06,6.67456e+09,5.45298e+14,1.04858e+06
81700,0.000133757,16.318,81700,1.33318e+06,6.67489e+09,5.45339e+14,1.04858e+06
81702,7.9107e-05,16.3181,81702,1.33322e+06,6.67522e+09,5.45379e+14,1.04858e+06
81704,8.1656e-05,16.3181,81704,1.33326e+06,6.67554e+09,5.45419e+14,1.04858e+06
81706,7.9818e-05,16.3182,81706,1.33329e+06,6.67587e+09,5.45459e+14,1.04858e+06
81708,8.9972e-05,16.3182,81708,1.33333e+06,6.6762e+09,5.45499e+14,1.04858e+06
81710,8.9948e-05,16.3182,81710,1.33336e+06,6.67652e+09,5.45539e+14,1.04858e+06
81712,7.7061e-05,16.3183,81712,1.3334e+06,6.67685e+09,5.45579e+14,1.04858e+06
81714,7.7077e-05,16.3183,81714,1.33343e+06,6.67718e+09,5.45619e+14,1.04858e+06
81716,7.7917e-05,16.3183,81716,1.33347e+06,6.6775e+09,5.45659e+14,1.04858e+06
81718,7.6961e-05,16.3184,81718,1.3335e+06,6.67783e+09,5.45699e+14,1.04858e+06
81720,7.7858e-05,16.3184,81720,1.33354e+06,6.67816e+09,5.45739e+14,1.04858e+06
81722,7.7138e-05,16.3184,81722,1.33358e+06,6.67849e+09,5.45779e+14,1.04858e+06
81724,9.2341e-05,16.3185,81724,1.33361e+06,6.67881e+09,5.45819e+14,1.04858e+06
81726,9.2811e-05,16.3185,81726,1.33365e+06,6.67914e+09,5.45859e+14,1.04858e+06
81728,7.7439e-05,16.3185,81728,1.33368e+06,6.67947e+09,5.45899e+14,1.04858e+06
81730,7.7224e-05,16.3186,81730,1.33372e+06,6.67979e+09,5.45939e+14,1.04858e+06
81732,7.717e-05,16.3186,81732,1.33375e+06,6.68012e+09,5.4598e+14,1.04858e+06
81734,7.7002e-05,16.3186,81734,1.33379e+06,6.68045e+09,5.4602e+14,1.04858e+06
81736,7.8325e-05,16.3187,81736,1.33382e+06,6.68077e+09,5.4606e+14,1.04858e+06
81738,9.9143e-05,16.3187,81738,1.33386e+06,6.6811e+09,5.461e+14,1.04858e+06
81740,0.000134001,16.3188,81740,1.3339e+06,6.68143e+09,5.4614e+14,1.04858e+06
81742,9.0794e-05,16.3188,81742,1.33393e+06,6.68175e+09,5.4618e+14,1.04858e+06
81744,7.9999e-05,16.3188,81744,1.33397e+06,6.68208e+09,5.4622e+14,1.04858e+06
81746,7.7896e-05,16.3189,81746,1.334e+06,6.68241e+09,5.4626e+14,1.04858e+06
81748,7.7743e-05,16.3189,81748,1.33404e+06,6.68274e+09,5.463e+14,1.04858e+06
81750,7.8458e-05,16.3189,81750,1.33407e+06,6.68306e+09,5.4634e+14,1.04858e+06
81752,7.7267e-05,16.319,81752,1.33411e+06,6.68339e+09,5.4638e+14,1.04858e+06
81754,7.6894e-05,16.319,81754,1.33414e+06,6.68372e+09,5.46421e+14,1.04858e+06
81756,9.1078e-05,16.319,81756,1.33418e+06,6.68404e+09,5.46461e+14,1.04858e+06
81758,9.1855e-05,16.3191,81758,1.33421e+06,6.68437e+09,5.46501e+14,1.04858e+06
81760,0.000145616,16.3191,81760,1.33425e+06,6.6847e+09,5.46541e+14,1.04858e+06
81762,7.7155e-05,16.3191,81762,1.33429e+06,6.68502e+09,5.46581e+14,1.04858e+06
81764,7.5937e-05,16.3192,81764,1.33432e+06,6.68535e+09,5.46621e+14,1.04858e+06
81766,7.5648e-05,16.3192,81766,1.33436e+06,6.68568e+09,5.46661e+14,1.04858e+06
81768,7.6976e-05,16.3192,81768,1.33439e+06,6.68601e+09,5.46701e+14,1.04858e+06
81770,7.6422e-05,16.3193,81770,1.33443e+06,6.68633e+09,5.46741e+14,1.04858e+06
81772,8.9283e-05,16.3193,81772,1.33446e+06,6.68666e+09,5.46782e+14,1.04858e+06
81774,8.9376e-05,16.3194,81774,1.3345e+06,6.68699e+09,5.46822e+14,1.04858e+06
81776,7.5432e-05,16.3194,81776,1.33453e+06,6.68731e+09,5.46862e+14,1.04858e+06
81778,0.000110469,16.3194,81778,1.33457e+06,6.68764e+09,5.46902e+14,1.04858e+06
81780,7.9099e-05,16.3195,81780,1.33461e+06,6.68797e+09,5.46942e+14,1.04858e+06
81782,9.9317e-05,16.3195,81782,1.33464e+06,6.6883e+09,5.46982e+14,1.04858e+06
81784,7.7987e-05,16.3195,81784,1.33468e+06,6.68862e+09,5.47022e+14,1.04858e+06
81786,7.8654e-05,16.3196,81786,1.33471e+06,6.68895e+09,5.47062e+14,1.04858e+06
81788,9.3539e-05,16.3196,81788,1.33475e+06,6.68928e+09,5.47103e+14,1.04858e+06
81790,9.3207e-05,16.3196,81790,1.33478e+06,6.6896e+09,5.47143e+14,1.04858e+06
81792,7.6134e-05,16.3197,81792,1.33482e+06,6.68993e+09,5.47183e+14,1.04858e+06
81794,7.7131e-05,16.3197,81794,1.33485e+06,6.69026e+09,5.47223e+14,1.04858e+06
81796,7.8359e-05,16.3197,81796,1.33489e+06,6.69059e+09,5.47263e+14,1.04858e+06
81798,7.6403e-05,16.3198,81798,1.33493e+06,6.69091e+09,5.47303e+14,1.04858e+06
81800,7.6714e-05,16.3198,81800,1.33496e+06,6.69124e+09,5.47343e+14,1.04858e+06
81802,9.4071e-05,16.3198,81802,1.335e+06,6.69157e+09,5.47384e+14,1.04858e+06
81804,0.000102711,16.3199,81804,1.33503e+06,6.69189e+09,5.47424e+14,1.04858e+06
81806,0.000102064,16.3199,81806,1.33507e+06,6.69222e+09,5.47464e+14,1.04858e+06
81808,7.985e-05,16.32,81808,1.3351e+06,6.69255e+09,5.47504e+14,1.04858e+06
81810,8.0485e-05,16.32,81810,1.33514e+06,6.69288e+09,5.47544e+14,1.04858e+06
81812,7.7648e-05,16.32,81812,1.33517e+06,6.6932e+09,5.47584e+14,1.04858e+06
81814,7.491e-05,16.3201,81814,1.33521e+06,6.69353e+09,5.47625e+14,1.04858e+06
81816,7.504e-05,16.3201,81816,1.33524e+06,6.69386e+09,5.47665e+14,1.04858e+06
81818,7.9066e-05,16.3201,81818,1.33528e+06,6.69419e+09,5.47705e+14,1.04858e+06
81820,0.000105794,16.3202,81820,1.33532e+06,6.69451e+09,5.47745e+14,1.04858e+06
81822,0.000116213,16.3202,81822,1.33535e+06,6.69484e+09,5.47785e+14,1.04858e+06
81824,7.5871e-05,16.3202,81824,1.33539e+06,6.69517e+09,5.47825e+14,1.04858e+06
81826,7.5642e-05,16.3203,81826,1.33542e+06,6.69549e+09,5.47866e+14,1.04858e+06
81828,7.5457e-05,16.3203,81828,1.33546e+06,6.69582e+09,5.47906e+14,1.04858e+06
81830,7.5425e-05,16.3203,81830,1.33549e+06,6.69615e+09,5.47946e+14,1.04858e+06
81832,7.6593e-05,16.3204,81832,1.33553e+06,6.69648e+09,5.47986e+14,1.04858e+06
81834,7.5508e-05,16.3204,81834,1.33556e+06,6.6968e+09,5.48026e+14,1.04858e+06
81836,9.9367e-05,16.3204,81836,1.3356e+06,6.69713e+09,5.48066e+14,1.04858e+06
81838,9.8363e-05,16.3205,81838,1.33564e+06,6.69746e+09,5.48107e+14,1.04858e+06
81840,7.5371e-05,16.3205,81840,1.33567e+06,6.69779e+09,5.48147e+14,1.04858e+06
81842,7.5081e-05,16.3206,81842,1.33571e+06,6.69811e+09,5.48187e+14,1.04858e+06
81844,7.5277e-05,16.3206,81844,1.33574e+06,6.69844e+09,5.48227e+14,1.04858e+06
81846,7.4999e-05,16.3206,81846,1.33578e+06,6.69877e+09,5.48267e+14,1.04858e+06
81848,7.5725e-05,16.3207,81848,1.33581e+06,6.6991e+09,5.48308e+14,1.04858e+06
81850,7.5624e-05,16.3207,81850,1.33585e+06,6.69942e+09,5.48348e+14,1.04858e+06
81852,0.000144017,16.3207,81852,1.33588e+06,6.69975e+09,5.48388e+14,1.04858e+06
81854,0.00013806,16.3208,81854,1.33592e+06,6.70008e+09,5.48428e+14,1.04858e+06
81856,7.5821e-05,16.3208,81856,1.33596e+06,6.7004e+09,5.48468e+14,1.04858e+06
81858,7.5396e-05,16.3208,81858,1.33599e+06,6.70073e+09,5.48509e+14,1.04858e+06
81860,7.4752e-05,16.3209,81860,1.33603e+06,6.70106e+09,5.48549e+14,1.04858e+06
81862,7.452e-05,16.3209,81862,1.33606e+06,6.70139e+09,5.48589e+14,1.04858e+06
81864,7.4962e-05,16.3209,81864,1.3361e+06,6.70171e+09,5.48629e+14,1.04858e+06
81866,7.5836e-05,16.321,81866,1.33613e+06,6.70204e+09,5.48669e+14,1.04858e+06
81868,0.000100199,16.321,81868,1.33617e+06,6.70237e+09,5.4871e+14,1.04858e+06
81870,0.000100931,16.321,81870,1.3362e+06,6.7027e+09,5.4875e+14,1.04858e+06
81872,0.000124855,16.3211,81872,1.33624e+06,6.70302e+09,5.4879e+14,1.04858e+06
81874,7.851e-05,16.3211,81874,1.33628e+06,6.70335e+09,5.4883e+14,1.04858e+06
81876,7.871e-05,16.3212,81876,1.33631e+06,6.70368e+09,5.4887e+14,1.04858e+06
81878,7.8478e-05,16.3212,81878,1.33635e+06,6.70401e+09,5.48911e+14,1.04858e+06
81880,7.901e-05,16.3212,81880,1.33638e+06,6.70433e+09,5.48951e+14,1.04858e+06
81882,7.7883e-05,16.3213,81882,1.33642e+06,6.70466e+09,5.48991e+14,1.04858e+06
81884,0.000111671,16.3213,81884,1.33645e+06,6.70499e+09,5.49031e+14,1.04858e+06
81886,0.000107884,16.3213,81886,1.33649e+06,6.70532e+09,5.49072e+14,1.04858e+06
81888,7.473e-05,16.3214,81888,1.33652e+06,6.70564e+09,5.49112e+14,1.04858e+06
